time_hr,x_ft,p_analytic_psi,p_numeric_psi
0.0,481.2,4350.0,4350.0
0.0,482.3999999999999,4350.0,4350.0
0.0,483.5999999999999,4350.0,4350.0
0.0,484.7999999999999,4350.0,4350.0
0.0,486.0,4350.0,4350.0
0.0,487.2,4350.0,4350.0
0.0,488.4,4350.0,4350.0
0.0,489.5999999999999,4350.0,4350.0
0.0,490.7999999999999,4350.0,4350.0
0.0,491.9999999999999,4350.0,4350.0
0.0,493.2,4350.0,4350.0
0.0,494.4,4350.0,4350.0
0.0,495.5999999999999,4350.0,4350.0
0.0,496.7999999999999,4350.0,4350.0
0.0,497.9999999999999,4350.0,4350.0
0.0,499.2,4350.0,4350.0
0.0,500.4,4350.0,4350.0
0.0,501.59999999999997,4350.0,4350.0
0.0,502.7999999999999,4350.0,4350.0
0.0,503.9999999999999,4350.0,4350.0
0.0,505.2,4350.0,4350.0
0.0,506.4,4350.0,4350.0
0.0,507.59999999999997,4350.0,4350.0
0.0,508.7999999999999,4350.0,4350.0
0.0,509.9999999999999,4350.0,4350.0
0.0,511.2,4350.0,4350.0
0.0,512.4,4350.0,4350.0
0.0,513.5999999999999,4350.0,4350.0
0.0,514.8,4350.0,4350.0
0.0,515.9999999999999,4350.0,4350.0
0.0,517.1999999999999,4350.0,4350.0
0.0,518.4,4350.0,4350.0
0.0,519.5999999999999,4350.0,4350.0
0.0,520.8,4350.0,4350.0
0.0,521.9999999999999,4350.0,4350.0
0.0,523.1999999999999,4350.0,4350.0
0.0,524.4,4350.0,4350.0
0.0,525.5999999999999,4350.0,4350.0
0.0,526.8,4350.0,4350.0
0.0,527.9999999999999,4350.0,4350.0
0.0,529.1999999999999,4350.0,4350.0
0.0,530.4,4350.0,4350.0
0.0,531.5999999999999,4350.0,4350.0
0.0,532.8,4350.0,4350.0
0.0,533.9999999999999,4350.0,4350.0
0.0,535.1999999999999,4350.0,4350.0
0.0,536.4,4350.0,4350.0
0.0,537.5999999999999,4350.0,4350.0
0.0,538.8,4350.0,4350.0
0.0,539.9999999999999,4350.0,4350.0
0.0,541.1999999999999,4350.0,4350.0
0.0,542.4,4350.0,4350.0
0.0,543.5999999999999,4350.0,4350.0
0.0,544.8,4350.0,4350.0
0.0,545.9999999999999,4350.0,4350.0
0.0,547.1999999999999,4350.0,4350.0
0.0,548.3999999999999,4350.0,4350.0
0.0,549.5999999999999,4350.0,4350.0
0.0,550.8,4350.0,4350.0
0.0,551.9999999999999,4350.0,4350.0
0.0,553.1999999999999,4350.0,4350.0
0.0,554.3999999999999,4350.0,4350.0
0.0,555.6,4350.0,4350.0
0.0,556.8,4350.0,4350.0
0.0,557.9999999999999,4350.0,4350.0
0.0,559.1999999999999,4350.0,4350.0
0.0,560.3999999999999,4350.0,4350.0
0.0,561.6,4350.0,4350.0
0.0,562.8,4350.0,4350.0
0.0,563.9999999999999,4350.0,4350.0
0.0,565.1999999999999,4350.0,4350.0
0.0,566.3999999999999,4350.0,4350.0
0.0,567.6,4350.0,4350.0
0.0,568.8,4350.0,4350.0
0.0,569.9999999999999,4350.0,4350.0
0.0,571.1999999999999,4350.0,4350.0
0.0,572.3999999999999,4350.0,4350.0
0.0,573.5999999999999,4350.0,4350.0
0.0,574.8,4350.0,4350.0
0.0,575.9999999999999,4350.0,4350.0
0.0,577.1999999999999,4350.0,4350.0
0.0,578.3999999999999,4350.0,4350.0
0.0,579.5999999999999,4350.0,4350.0
0.0,580.8,4350.0,4350.0
0.0,582.0,4350.0,4350.0
0.0,583.1999999999999,4350.0,4350.0
0.0,584.3999999999999,4350.0,4350.0
0.0,585.5999999999999,4350.0,4350.0
0.0,586.8,4350.0,4350.0
0.0,588.0,4350.0,4350.0
0.0,589.1999999999999,4350.0,4350.0
0.0,590.3999999999999,4350.0,4350.0
0.0,591.5999999999999,4350.0,4350.0
0.0,592.8,4350.0,4350.0
0.0,594.0,4350.0,4350.0
0.0,595.1999999999999,4350.0,4350.0
0.0,596.3999999999999,4350.0,4350.0
0.0,597.5999999999999,4350.0,4350.0
0.0,598.8,4350.0,4350.0
0.0,600.0,4350.0,4350.0
1.0,0.0,3625.0,3625.0
1.0,1.2,3638.5170620002787,3649.802058332551
1.0,2.4,3652.0267444231085,3669.1122493870357
1.0,3.6,3665.521679775379,3684.7447497623352
1.0,4.8,3678.994524699683,3698.0348585975926
1.0,5.999999999999999,3692.4379719598574,3709.94655864144
1.0,7.2,3705.844762328099,3721.1585628909806
1.0,8.399999999999999,3719.20769634144,3732.1327823468423
1.0,9.6,3732.519645895857,3743.1684799981
1.0,10.799999999999999,3745.773565646895,3754.4448135119183
1.0,11.999999999999998,3758.962504186453,3766.0539977320345
1.0,13.199999999999998,3772.0796149661883,3778.026923896972
1.0,14.4,3785.1181669389803,3790.3527434708367
1.0,15.6,3798.0715548909425,3802.9936504226425
1.0,16.799999999999997,3810.9333094376343,3815.895868012776
1.0,17.999999999999996,3823.697106659383,3828.997657275418
1.0,19.2,3836.3567773519585,3842.235008171814
1.0,20.4,3848.9063158702793,3855.5455455355323
1.0,21.599999999999998,3861.33988854431,3868.871075957518
1.0,22.799999999999997,3873.651841647894,3882.159114881361
1.0,23.999999999999996,3885.83670890287,3895.3636622051617
1.0,25.2,3897.889218502524,3908.4454369266414
1.0,26.399999999999995,3909.8042996401146,3921.3717345613154
1.0,27.599999999999994,3921.577088530014,3934.1160333111684
1.0,28.8,3933.2029339107544,3946.6574446722793
1.0,30.0,3944.6774020211014,3958.980080013796
1.0,31.2,3955.9962810420902,3971.0723855267524
1.0,32.4,3967.1555849997903,3982.926482904498
1.0,33.599999999999994,3978.1515571253763,3994.537541408608
1.0,34.8,3988.9806726709116,4005.9031979579536
1.0,35.99999999999999,3999.6396411810274,4017.02303502803
1.0,37.199999999999996,4010.1254082224496,4027.8981210288025
1.0,38.4,4020.4351565750694,4038.53061408634
1.0,39.599999999999994,4030.5663068899307,4048.923427494699
1.0,40.8,4040.516517821153,4059.079953292649
1.0,41.99999999999999,4050.2836856404115,4069.0038392621555
1.0,43.199999999999996,4059.8659433441117,4078.6988139864425
1.0,44.39999999999999,4069.26165926487,4088.168554320217
1.0,45.599999999999994,4078.469435200301,4097.416589613627
1.0,46.79999999999999,4087.4881040734376,4106.4462372159205
1.0,47.99999999999999,4096.316727140345,4115.260564102727
