time_hr,x_ft,Δp_analytic_psi,Δp_numeric_psi
0.0,86.39999999999999,0.0,0.0
0.0,87.6,0.0,0.0
0.0,88.79999999999998,0.0,0.0
0.0,89.99999999999999,0.0,0.0
0.0,91.19999999999999,0.0,0.0
0.0,92.39999999999999,0.0,0.0
0.0,93.59999999999998,0.0,0.0
0.0,94.79999999999998,0.0,0.0
0.0,95.99999999999999,0.0,0.0
0.0,97.19999999999999,0.0,0.0
0.0,98.39999999999999,0.0,0.0
0.0,99.59999999999998,0.0,0.0
0.0,100.8,0.0,0.0
0.0,101.99999999999999,0.0,0.0
0.0,103.19999999999999,0.0,0.0
0.0,104.39999999999999,0.0,0.0
0.0,105.59999999999998,0.0,0.0
0.0,106.79999999999998,0.0,0.0
0.0,107.99999999999999,0.0,0.0
0.0,109.19999999999999,0.0,0.0
0.0,110.39999999999998,0.0,0.0
0.0,111.59999999999998,0.0,0.0
0.0,112.79999999999998,0.0,0.0
0.0,113.99999999999999,0.0,0.0
0.0,115.2,0.0,0.0
0.0,116.39999999999998,0.0,0.0
0.0,117.59999999999998,0.0,0.0
0.0,118.8,0.0,0.0
0.0,120.0,0.0,0.0
0.0,121.19999999999997,0.0,0.0
0.0,122.39999999999998,0.0,0.0
0.0,123.6,0.0,0.0
0.0,124.8,0.0,0.0
0.0,125.99999999999997,0.0,0.0
0.0,127.19999999999997,0.0,0.0
0.0,128.39999999999998,0.0,0.0
0.0,129.6,0.0,0.0
0.0,130.79999999999998,0.0,0.0
0.0,131.99999999999997,0.0,0.0
0.0,133.2,0.0,0.0
0.0,134.39999999999998,0.0,0.0
0.0,135.6,0.0,0.0
0.0,136.79999999999998,0.0,0.0
0.0,137.99999999999997,0.0,0.0
0.0,139.2,0.0,0.0
0.0,140.4,0.0,0.0
0.0,141.59999999999997,0.0,0.0
0.0,142.79999999999998,0.0,0.0
0.0,143.99999999999997,0.0,0.0
0.0,145.2,0.0,0.0
0.0,146.39999999999998,0.0,0.0
0.0,147.59999999999997,0.0,0.0
0.0,148.79999999999998,0.0,0.0
0.0,150.0,0.0,0.0
0.0,151.19999999999996,0.0,0.0
0.0,152.39999999999998,0.0,0.0
0.0,153.6,0.0,0.0
0.0,154.79999999999998,0.0,0.0
0.0,156.0,0.0,0.0
0.0,157.19999999999996,0.0,0.0
0.0,158.39999999999998,0.0,0.0
0.0,159.6,0.0,0.0
0.0,160.79999999999998,0.0,0.0
0.0,161.99999999999997,0.0,0.0
0.0,163.2,0.0,0.0
0.0,164.39999999999998,0.0,0.0
0.0,165.6,0.0,0.0
0.0,166.79999999999998,0.0,0.0
0.0,167.99999999999997,0.0,0.0
0.0,169.2,0.0,0.0
0.0,170.39999999999998,0.0,0.0
0.0,171.59999999999997,0.0,0.0
0.0,172.79999999999998,0.0,0.0
0.0,173.99999999999997,0.0,0.0
0.0,175.2,0.0,0.0
0.0,176.39999999999998,0.0,0.0
0.0,177.59999999999997,0.0,0.0
0.0,178.79999999999998,0.0,0.0
0.0,179.99999999999997,0.0,0.0
0.0,181.2,0.0,0.0
0.0,182.39999999999998,0.0,0.0
0.0,183.59999999999997,0.0,0.0
0.0,184.79999999999998,0.0,0.0
0.0,185.99999999999997,0.0,0.0
0.0,187.19999999999996,0.0,0.0
0.0,188.39999999999998,0.0,0.0
0.0,189.59999999999997,0.0,0.0
0.0,190.79999999999998,0.0,0.0
0.0,191.99999999999997,0.0,0.0
0.0,193.19999999999996,0.0,0.0
0.0,194.39999999999998,0.0,0.0
0.0,195.6,0.0,0.0
0.0,196.79999999999998,0.0,0.0
0.0,197.99999999999997,0.0,0.0
0.0,199.19999999999996,0.0,0.0
0.0,200.39999999999998,0.0,0.0
0.0,201.6,0.0,0.0
0.0,202.79999999999995,0.0,0.0
0.0,203.99999999999997,0.0,0.0
0.0,205.2,0.0,0.0
0.0,206.39999999999998,0.0,0.0
0.0,207.59999999999997,0.0,0.0
0.0,208.79999999999998,0.0,0.0
0.0,209.99999999999997,0.0,0.0
0.0,211.19999999999996,0.0,0.0
0.0,212.39999999999998,0.0,0.0
0.0,213.59999999999997,0.0,0.0
0.0,214.79999999999998,0.0,0.0
0.0,215.99999999999997,0.0,0.0
0.0,217.19999999999996,0.0,0.0
0.0,218.39999999999998,0.0,0.0
0.0,219.59999999999997,0.0,0.0
0.0,220.79999999999995,0.0,0.0
0.0,221.99999999999997,0.0,0.0
0.0,223.19999999999996,0.0,0.0
0.0,224.4,0.0,0.0
0.0,225.59999999999997,0.0,0.0
0.0,226.79999999999995,0.0,0.0
0.0,227.99999999999997,0.0,0.0
0.0,229.19999999999996,0.0,0.0
0.0,230.4,0.0,0.0
0.0,231.59999999999997,0.0,0.0
0.0,232.79999999999995,0.0,0.0
0.0,234.0,0.0,0.0
0.0,235.19999999999996,0.0,0.0
0.0,236.39999999999995,0.0,0.0
0.0,237.6,0.0,0.0
0.0,238.79999999999995,0.0,0.0
0.0,240.0,0.0,0.0
0.0,241.19999999999996,0.0,0.0
0.0,242.39999999999995,0.0,0.0
0.0,243.6,0.0,0.0
0.0,244.79999999999995,0.0,0.0
0.0,245.99999999999994,0.0,0.0
0.0,247.2,0.0,0.0
0.0,248.39999999999995,0.0,0.0
0.0,249.6,0.0,0.0
0.0,250.79999999999998,0.0,0.0
0.0,251.99999999999994,0.0,0.0
0.0,253.2,0.0,0.0
0.0,254.39999999999995,0.0,0.0
0.0,255.6,0.0,0.0
0.0,256.79999999999995,0.0,0.0
0.0,257.99999999999994,0.0,0.0
0.0,259.2,0.0,0.0
0.0,260.4,0.0,0.0
0.0,261.59999999999997,0.0,0.0
0.0,262.79999999999995,0.0,0.0
0.0,263.99999999999994,0.0,0.0
0.0,265.2,0.0,0.0
0.0,266.4,0.0,0.0
0.0,267.59999999999997,0.0,0.0
0.0,268.79999999999995,0.0,0.0
0.0,269.99999999999994,0.0,0.0
0.0,271.2,0.0,0.0
0.0,272.4,0.0,0.0
0.0,273.59999999999997,0.0,0.0
0.0,274.79999999999995,0.0,0.0
0.0,275.99999999999994,0.0,0.0
0.0,277.19999999999993,0.0,0.0
0.0,278.4,0.0,0.0
0.0,279.59999999999997,0.0,0.0
0.0,280.8,0.0,0.0
0.0,281.99999999999994,0.0,0.0
0.0,283.19999999999993,0.0,0.0
0.0,284.4,0.0,0.0
0.0,285.59999999999997,0.0,0.0
0.0,286.79999999999995,0.0,0.0
0.0,287.99999999999994,0.0,0.0
0.0,289.19999999999993,0.0,0.0
0.0,290.4,0.0,0.0
0.0,291.59999999999997,0.0,0.0
0.0,292.79999999999995,0.0,0.0
0.0,294.0,0.0,0.0
0.0,295.19999999999993,0.0,0.0
0.0,296.4,0.0,0.0
0.0,297.59999999999997,0.0,0.0
0.0,298.79999999999995,0.0,0.0
0.0,300.0,0.0,0.0
0.0,301.19999999999993,0.0,0.0
0.0,302.3999999999999,0.0,0.0
0.0,303.59999999999997,0.0,0.0
0.0,304.79999999999995,0.0,0.0
0.0,306.0,0.0,0.0
0.0,307.2,0.0,0.0
0.0,308.3999999999999,0.0,0.0
0.0,309.59999999999997,0.0,0.0
0.0,310.79999999999995,0.0,0.0
0.0,312.0,0.0,0.0
0.0,313.2,0.0,0.0
0.0,314.3999999999999,0.0,0.0
0.0,315.59999999999997,0.0,0.0
0.0,316.79999999999995,0.0,0.0
0.0,317.99999999999994,0.0,0.0
0.0,319.2,0.0,0.0
0.0,320.4,0.0,0.0
0.0,321.59999999999997,0.0,0.0
0.0,322.79999999999995,0.0,0.0
0.0,323.99999999999994,0.0,0.0
0.0,325.2,0.0,0.0
0.0,326.4,0.0,0.0
0.0,327.59999999999997,0.0,0.0
0.0,328.79999999999995,0.0,0.0
0.0,329.99999999999994,0.0,0.0
0.0,331.2,0.0,0.0
0.0,332.4,0.0,0.0
0.0,333.59999999999997,0.0,0.0
0.0,334.79999999999995,0.0,0.0
0.0,335.99999999999994,0.0,0.0
0.0,337.2,0.0,0.0
0.0,338.4,0.0,0.0
0.0,339.59999999999997,0.0,0.0
0.0,340.79999999999995,0.0,0.0
0.0,341.99999999999994,0.0,0.0
0.0,343.19999999999993,0.0,0.0
0.0,344.4,0.0,0.0
0.0,345.59999999999997,0.0,0.0
0.0,346.79999999999995,0.0,0.0
0.0,347.99999999999994,0.0,0.0
0.0,349.19999999999993,0.0,0.0
0.0,350.4,0.0,0.0
0.0,351.59999999999997,0.0,0.0
0.0,352.79999999999995,0.0,0.0
0.0,353.99999999999994,0.0,0.0
0.0,355.19999999999993,0.0,0.0
0.0,356.4,0.0,0.0
0.0,357.59999999999997,0.0,0.0
0.0,358.79999999999995,0.0,0.0
0.0,359.99999999999994,0.0,0.0
0.0,361.19999999999993,0.0,0.0
0.0,362.4,0.0,0.0
0.0,363.59999999999997,0.0,0.0
0.0,364.79999999999995,0.0,0.0
0.0,365.99999999999994,0.0,0.0
0.0,367.19999999999993,0.0,0.0
0.0,368.4,0.0,0.0
0.0,369.59999999999997,0.0,0.0
0.0,370.79999999999995,0.0,0.0
0.0,371.99999999999994,0.0,0.0
0.0,373.19999999999993,0.0,0.0
0.0,374.3999999999999,0.0,0.0
0.0,375.59999999999997,0.0,0.0
0.0,376.79999999999995,0.0,0.0
0.0,378.0,0.0,0.0
0.0,379.19999999999993,0.0,0.0
0.0,380.3999999999999,0.0,0.0
0.0,381.59999999999997,0.0,0.0
0.0,382.79999999999995,0.0,0.0
0.0,383.99999999999994,0.0,0.0
0.0,385.19999999999993,0.0,0.0
0.0,386.3999999999999,0.0,0.0
0.0,387.59999999999997,0.0,0.0
0.0,388.79999999999995,0.0,0.0
0.0,389.99999999999994,0.0,0.0
0.0,391.2,0.0,0.0
0.0,392.3999999999999,0.0,0.0
0.0,393.59999999999997,0.0,0.0
0.0,394.79999999999995,0.0,0.0
0.0,395.99999999999994,0.0,0.0
0.0,397.2,0.0,0.0
0.0,398.3999999999999,0.0,0.0
0.0,399.5999999999999,0.0,0.0
0.0,400.79999999999995,0.0,0.0
0.0,401.99999999999994,0.0,0.0
0.0,403.2,0.0,0.0
0.0,404.4,0.0,0.0
0.0,405.5999999999999,0.0,0.0
0.0,406.79999999999995,0.0,0.0
0.0,407.99999999999994,0.0,0.0
0.0,409.2,0.0,0.0
0.0,410.4,0.0,0.0
0.0,411.5999999999999,0.0,0.0
0.0,412.79999999999995,0.0,0.0
0.0,413.99999999999994,0.0,0.0
0.0,415.19999999999993,0.0,0.0
0.0,416.4,0.0,0.0
0.0,417.59999999999997,0.0,0.0
0.0,418.79999999999995,0.0,0.0
0.0,419.99999999999994,0.0,0.0
0.0,421.19999999999993,0.0,0.0
0.0,422.3999999999999,0.0,0.0
0.0,423.59999999999997,0.0,0.0
0.0,424.79999999999995,0.0,0.0
0.0,425.99999999999994,0.0,0.0
0.0,427.19999999999993,0.0,0.0
0.0,428.3999999999999,0.0,0.0
0.0,429.59999999999997,0.0,0.0
0.0,430.79999999999995,0.0,0.0
0.0,431.99999999999994,0.0,0.0
0.0,433.19999999999993,0.0,0.0
0.0,434.3999999999999,0.0,0.0
0.0,435.5999999999999,0.0,0.0
0.0,436.79999999999995,0.0,0.0
0.0,437.99999999999994,0.0,0.0
0.0,439.19999999999993,0.0,0.0
0.0,440.3999999999999,0.0,0.0
0.0,441.5999999999999,0.0,0.0
0.0,442.79999999999995,0.0,0.0
0.0,443.99999999999994,0.0,0.0
0.0,445.19999999999993,0.0,0.0
0.0,446.3999999999999,0.0,0.0
0.0,447.5999999999999,0.0,0.0
0.0,448.8,0.0,0.0
0.0,449.99999999999994,0.0,0.0
0.0,451.19999999999993,0.0,0.0
0.0,452.3999999999999,0.0,0.0
0.0,453.5999999999999,0.0,0.0
0.0,454.8,0.0,0.0
0.0,455.99999999999994,0.0,0.0
0.0,457.19999999999993,0.0,0.0
0.0,458.3999999999999,0.0,0.0
0.0,459.5999999999999,0.0,0.0
0.0,460.8,0.0,0.0
0.0,462.0,0.0,0.0
0.0,463.19999999999993,0.0,0.0
0.0,464.3999999999999,0.0,0.0
0.0,465.5999999999999,0.0,0.0
0.0,466.7999999999999,0.0,0.0
0.0,468.0,0.0,0.0
0.0,469.19999999999993,0.0,0.0
0.0,470.3999999999999,0.0,0.0
0.0,471.5999999999999,0.0,0.0
0.0,472.7999999999999,0.0,0.0
0.0,474.0,0.0,0.0
0.0,475.2,0.0,0.0
0.0,476.3999999999999,0.0,0.0
0.0,477.5999999999999,0.0,0.0
0.0,478.7999999999999,0.0,0.0
0.0,480.0,0.0,0.0
0.0,481.2,0.0,0.0
0.0,482.3999999999999,0.0,0.0
0.0,483.5999999999999,0.0,0.0
0.0,484.7999999999999,0.0,0.0
0.0,486.0,0.0,0.0
0.0,487.2,0.0,0.0
0.0,488.4,0.0,0.0
0.0,489.5999999999999,0.0,0.0
0.0,490.7999999999999,0.0,0.0
0.0,491.9999999999999,0.0,0.0
0.0,493.2,0.0,0.0
0.0,494.4,0.0,0.0
0.0,495.5999999999999,0.0,0.0
0.0,496.7999999999999,0.0,0.0
0.0,497.9999999999999,0.0,0.0
0.0,499.2,0.0,0.0
0.0,500.4,0.0,0.0
0.0,501.59999999999997,0.0,0.0
0.0,502.7999999999999,0.0,0.0
0.0,503.9999999999999,0.0,0.0
0.0,505.2,0.0,0.0
0.0,506.4,0.0,0.0
0.0,507.59999999999997,0.0,0.0
0.0,508.7999999999999,0.0,0.0
0.0,509.9999999999999,0.0,0.0
0.0,511.2,0.0,0.0
0.0,512.4,0.0,0.0
0.0,513.5999999999999,0.0,0.0
0.0,514.8,0.0,0.0
0.0,515.9999999999999,0.0,0.0
0.0,517.1999999999999,0.0,0.0
0.0,518.4,0.0,0.0
0.0,519.5999999999999,0.0,0.0
0.0,520.8,0.0,0.0
0.0,521.9999999999999,0.0,0.0
0.0,523.1999999999999,0.0,0.0
0.0,524.4,0.0,0.0
0.0,525.5999999999999,0.0,0.0
0.0,526.8,0.0,0.0
0.0,527.9999999999999,0.0,0.0
0.0,529.1999999999999,0.0,0.0
0.0,530.4,0.0,0.0
0.0,531.5999999999999,0.0,0.0
0.0,532.8,0.0,0.0
0.0,533.9999999999999,0.0,0.0
0.0,535.1999999999999,0.0,0.0
0.0,536.4,0.0,0.0
0.0,537.5999999999999,0.0,0.0
0.0,538.8,0.0,0.0
0.0,539.9999999999999,0.0,0.0
0.0,541.1999999999999,0.0,0.0
0.0,542.4,0.0,0.0
0.0,543.5999999999999,0.0,0.0
0.0,544.8,0.0,0.0
0.0,545.9999999999999,0.0,0.0
0.0,547.1999999999999,0.0,0.0
0.0,548.3999999999999,0.0,0.0
0.0,549.5999999999999,0.0,0.0
0.0,550.8,0.0,0.0
0.0,551.9999999999999,0.0,0.0
0.0,553.1999999999999,0.0,0.0
0.0,554.3999999999999,0.0,0.0
0.0,555.6,0.0,0.0
0.0,556.8,0.0,0.0
0.0,557.9999999999999,0.0,0.0
0.0,559.1999999999999,0.0,0.0
0.0,560.3999999999999,0.0,0.0
0.0,561.6,0.0,0.0
0.0,562.8,0.0,0.0
0.0,563.9999999999999,0.0,0.0
0.0,565.1999999999999,0.0,0.0
0.0,566.3999999999999,0.0,0.0
0.0,567.6,0.0,0.0
0.0,568.8,0.0,0.0
0.0,569.9999999999999,0.0,0.0
0.0,571.1999999999999,0.0,0.0
0.0,572.3999999999999,0.0,0.0
0.0,573.5999999999999,0.0,0.0
0.0,574.8,0.0,0.0
0.0,575.9999999999999,0.0,0.0
0.0,577.1999999999999,0.0,0.0
0.0,578.3999999999999,0.0,0.0
0.0,579.5999999999999,0.0,0.0
0.0,580.8,0.0,0.0
0.0,582.0,0.0,0.0
0.0,583.1999999999999,0.0,0.0
0.0,584.3999999999999,0.0,0.0
0.0,585.5999999999999,0.0,0.0
0.0,586.8,0.0,0.0
0.0,588.0,0.0,0.0
0.0,589.1999999999999,0.0,0.0
0.0,590.3999999999999,0.0,0.0
0.0,591.5999999999999,0.0,0.0
0.0,592.8,0.0,0.0
0.0,594.0,0.0,0.0
0.0,595.1999999999999,0.0,0.0
0.0,596.3999999999999,0.0,0.0
0.0,597.5999999999999,0.0,0.0
0.0,598.8,0.0,0.0
0.0,600.0,0.0,0.0
1.0,0.0,725.0000000000002,725.0000000000002
1.0,1.2,711.4829379997215,700.1979416674493
1.0,2.4,697.9732555768919,680.8877506129644
1.0,3.6,684.4783202246213,665.2552502376652
1.0,4.8,671.0054753003168,651.9651414024075
1.0,5.999999999999999,657.5620280401425,640.0534413585606
1.0,7.2,644.1552376719013,628.8414371090196
1.0,8.399999999999999,630.7923036585597,617.8672176531578
1.0,9.6,617.4803541041432,606.8315200019003
1.0,10.799999999999999,604.2264343531052,595.5551864880817
1.0,11.999999999999998,591.0374958135475,583.9460022679657
1.0,13.199999999999998,577.9203850338121,571.9730761030282
1.0,14.4,564.88183306102,559.6472565291634
1.0,15.6,551.9284451090579,547.0063495773576
1.0,16.799999999999997,539.066690562366,534.1041319872242
1.0,17.999999999999996,526.3028933406174,521.002342724582
1.0,19.2,513.6432226480417,507.7649918281863
1.0,20.4,501.093684129721,494.4544544644678
1.0,21.599999999999998,488.6601114556902,481.12892404248237
1.0,22.799999999999997,476.3481583521065,467.84088511863945
1.0,23.999999999999996,464.16329109712996,454.63633779483837
1.0,25.2,452.1107814974763,441.55456307335896
1.0,26.399999999999995,440.19570035988585,428.628265438685
1.0,27.599999999999994,428.4229114699863,415.88396668883206
1.0,28.8,416.79706608924585,403.34255532772113
1.0,30.0,405.3225979788989,391.0199199862045
1.0,31.2,394.00371895790994,378.9276144732476
1.0,32.4,382.8444150002102,367.07351709550255
1.0,33.599999999999994,371.84844287462437,355.4624585913921
1.0,34.8,361.0193273290885,344.09680204204653
1.0,35.99999999999999,350.36035881897294,332.97696497197023
1.0,37.199999999999996,339.8745917775508,322.10187897119755
1.0,38.4,329.5648434249306,311.4693859136603
1.0,39.599999999999994,319.43369311006927,301.0765725053015
1.0,40.8,309.48348217884717,290.9200467073513
1.0,41.99999999999999,299.71631435958886,280.99616073784483
1.0,43.199999999999996,290.13405665588857,271.30118601355764
1.0,44.39999999999999,280.7383407351301,261.8314456797834
1.0,45.599999999999994,271.5305647996989,252.58341038637263
1.0,46.79999999999999,262.5118959265624,243.55376278407954
1.0,47.99999999999999,253.68327285965495,234.73943589727324
1.0,49.199999999999996,245.04540923835123,226.1376301255174
1.0,50.4,236.59879724423365,217.7458131742391
1.0,51.599999999999994,228.3437116473862,209.56170674150002
1.0,52.79999999999999,220.2802142325564,201.58326331411322
1.0,53.99999999999999,212.40815858472945,193.80863596712706
1.0,55.19999999999999,204.727195212964,186.23614362590106
1.0,56.39999999999999,197.236776990727,178.86423384659923
1.0,57.6,189.93616489046815,171.69144480262352
1.0,58.79999999999999,182.82443398975272,164.7163678333542
1.0,60.0,175.900479725962,157.93761161769638
1.0,61.19999999999999,169.16302437634786,151.35376877748453
1.0,62.4,162.6106237400993,144.96338549325407
1.0,63.59999999999999,156.24167399904263,138.76493452484394
1.0,64.8,150.05441873365044,132.75679186931944
1.0,65.99999999999999,144.0469560711712,126.93721715609828
1.0,67.19999999999999,138.2172459429162,121.30433777098966
1.0,68.39999999999999,132.56311742804252,115.85613661464096
1.0,69.6,127.08227616154619,110.59044333363856
1.0,70.79999999999998,121.77231178464162,105.50492881202845
1.0,71.99999999999999,116.63070541620962,100.59710267482728
1.0,73.19999999999999,111.654837124595,95.86431353095443
1.0,74.39999999999999,106.84199337967118,91.30375166920736
1.0,75.59999999999998,102.18937446579162,86.9124539154137
1.0,76.8,97.69410183700013,82.68731036037487
1.0,78.0,93.3532253966654,78.62507267510713
1.0,79.19999999999999,89.163730684544,74.72236374112639
1.0,80.39999999999999,85.12254595514824,70.97568833796194
1.0,81.6,81.22654913219789,67.38144464690019
1.0,82.8,77.47257462486513,63.935936348329896
1.0,83.99999999999999,73.85741999247287,60.63538510939527
1.0,85.19999999999999,70.3778524452696,57.475943278404394
1.0,86.39999999999999,67.03061516988814,54.45370662216776
1.0,87.6,63.812433469072936,51.56472696181352
1.0,88.79999999999998,60.720020706253926,48.80502458132071
1.0,89.99999999999999,57.75008404652667,46.17060030092501
1.0,91.19999999999999,54.899329986578365,43.65744712438494
1.0,92.39999999999999,52.164469667068616,41.261561384908916
1.0,93.59999999999998,49.542223961929004,38.97895332905816
1.0,94.79999999999998,47.029328339982825,36.80565709138126
1.0,95.99999999999999,44.622537495204796,34.73774002464388
1.0,97.19999999999999,42.31862974283162,32.77131136145944
1.0,98.39999999999999,40.11441117940451,30.902530192912177
1.0,99.59999999999998,38.006719605659384,29.127612758356943
1.0,100.8,35.99242821198802,27.442839048159488
1.0,101.99999999999999,34.06844902696646,25.844558727647136
1.0,103.19999999999999,32.23173613018256,24.3291963961379
1.0,104.39999999999999,30.479288631295933,22.8932561995763
1.0,105.59999999999998,28.80815341792431,21.53332581923377
1.0,106.79999999999998,27.215427675572688,20.246079862041526
1.0,107.99999999999999,25.6982611834036,19.02828268059034
1.0,109.19999999999999,24.253858390186828,17.876790652725905
1.0,110.39999999999998,22.879480275266822,16.788553951960417
1.0,111.59999999999998,21.572445999843694,15.76061784080759
1.0,112.79999999999998,20.330134354279526,14.790123519526079
1.0,113.99999999999999,19.149985007516616,13.874308562891747
1.0,115.2,18.02949956502821,13.01050697727525
1.0,116.39999999999998,16.966242442015844,12.196148909875454
1.0,117.59999999999998,15.957841558820833,11.428760041141286
1.0,118.8,15.00198886573343,10.705960690529034
1.0,120.0,14.09644070455961,10.025464664611228
1.0,121.19999999999997,13.239018014447446,9.385077875406157
1.0,122.39999999999998,12.427606389580216,8.78269675546474
1.0,123.6,11.660155996415599,8.21630649488492
1.0,124.8,10.934681358189636,7.683979124020166
1.0,125.99999999999997,10.24926101441344,7.1838714642674875
1.0,127.19999999999997,9.602037063069474,6.714222967783367
1.0,128.39999999999998,8.991214593167323,6.273353465632635
1.0,129.6,8.415061015243914,5.8596608423923
1.0,130.79999999999998,7.871905297296522,5.471618653915008
1.0,131.99999999999997,7.360137113515769,5.107773703515828
1.0,133.2,6.878205913045966,4.766743590630357
1.0,134.39999999999998,6.424619915839963,4.447214244681365
1.0,135.6,5.997945042499554,4.147937455697111
1.0,136.79999999999998,5.596803784800579,3.8677284120957593
1.0,137.99999999999997,5.219874023396341,3.605463254946475
1.0,139.2,4.865887798975641,3.360076657010114
1.0,140.4,4.533630042923955,3.130559433867166
1.0,141.59999999999997,4.221937273300135,2.915956193584217
1.0,142.79999999999998,3.9296962616969453,2.715363030476011
1.0,143.99999999999997,3.655842676305033,2.5279252677745325
1.0,145.2,3.3993597062456042,2.3528352532714805
1.0,146.39999999999998,3.159276671980991,2.189330211337526
1.0,147.59999999999997,2.9346676263536007,2.036690154106877
1.0,148.79999999999998,2.724649950545062,1.8942358540353978
1.0,150.0,2.528382948988976,1.761326879568281
1.0,151.19999999999996,2.3450664470142364,1.6373596951216267
1.0,152.39999999999998,2.173939394741876,1.521765826228908
1.0,153.6,2.0142784805079486,1.4140100902699828
1.0,154.79999999999998,1.8653967568390353,1.3135888928912527
1.0,156.0,1.7266422817659468,1.2200285899035492
1.0,157.19999999999996,1.5973967780261027,1.1328839141822746
1.0,158.39999999999998,1.4770743124763883,1.051736466868478
1.0,159.6,1.3651199978164092,0.9761932719474843
1.0,160.79999999999998,1.2610087185077514,0.9058853930958187
1.0,161.99999999999997,1.1642438825681816,0.8404666115677724
1.0,163.2,1.0743562007212524,0.7796121637238294
1.0,164.39999999999998,0.9909024941917232,0.7230175367140311
1.0,165.6,0.9134645322556563,0.6703973207472232
1.0,166.79999999999998,0.8416479004813654,0.6214841162847385
1.0,167.99999999999997,0.775080900433551,0.5760274944570881
1.0,169.2,0.7134134814580205,0.5337930089568456
1.0,170.39999999999998,0.6563162050183484,0.4945612576419986
1.0,171.59999999999997,0.6034792419188139,0.4581269920381166
1.0,172.79999999999998,0.5546114026195913,0.42429827297090694
1.0,173.99999999999997,0.5094392007306917,0.3928956705207507
1.0,175.2,0.4677059496600756,0.3637515065102582
1.0,176.39999999999998,0.42917089228882466,0.3367091377920788
1.0,177.59999999999997,0.39360836345184086,0.31162227856313346
1.0,178.79999999999998,0.36080698491611096,0.2883543600351808
1.0,179.99999999999997,0.33056889246989446,0.26677792574515713
1.0,181.2,0.3027089946649602,0.2467740609232715
1.0,182.39999999999998,0.27705426268996614,0.22823185428226214
1.0,183.59999999999997,0.25344305079593993,0.21104789071009142
1.0,184.79999999999998,0.23172444664429523,0.1951257733343062
1.0,185.99999999999997,0.21175765090357027,0.1803756735321918
1.0,187.19999999999996,0.19341138538283384,0.16671390746949286
1.0,188.39999999999998,0.17656332895710122,0.15406253780234289
1.0,189.59999999999997,0.16109958051287834,0.1423489992564714
1.0,190.79999999999998,0.14691414811972764,0.1315057468123432
1.0,191.99999999999997,0.13390846361625997,0.1214699252945868
1.0,193.19999999999996,0.12199092178587877,0.11218305920945291
1.0,194.39999999999998,0.11107644328859446,0.10359076172861573
1.0,195.6,0.10108606051003852,0.09564246175274974
1.0,196.79999999999998,0.09194652548711275,0.08829114804720824
